,0,1,2,3,4,5,6,7,8,9,10,11
65,66,LKN 098,Uttar Pradesh,2000-01,Lakhimpur Kheeri,Shiva Cold storage,Lakhimpur Kheri,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08000.00MT
66,67,LKN 108,Uttar Pradesh,2000-01,Agra,S N Agrawal cold storage,Agra,0.0,32.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08411.60MT
67,68,LKN 102,Uttar Pradesh,2000-01,Lucknow,Star Cold Storage,Lucknow,0.0,41.18,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05400.00MT
68,69,LKN 115,Uttar Pradesh,2000-01,Fatehpur,Gopal sheet grih,Fatehpur,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09600.00MT
69,70,LKN 126,Uttar Pradesh,2000-01,Shahjahanpur,R M cold storage Pvt. Ltd.,Shajahanpur,0.0,20.55,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03435.80MT
70,71,LKN 130,Uttar Pradesh,2000-01,Lucknow,Shree Mahalaxmi Cold Storage & Ice Factory,Lucknow,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE010791.70MT
71,72,LKN 139,Uttar Pradesh,2000-01,Kannauj,Shravan Sheetalaya,Kannauj,0.0,42.13,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE010224.30MT
72,73,LKN 132,Uttar Pradesh,2000-01,Barabanki,Fatehpur Cold Storage & Allied Industries,Barabanki,0.0,21.28,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05242.95MT
73,74,LKN 148,Uttar Pradesh,2001-02,Agra,Atul Sheet grih,Agra,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08555.10MT
74,75,LKN 151,Uttar Pradesh,2001-02,Faizabad,Bansal Global Finance Pvt. Ltd.,Faizabad,0.0,31.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04515.51MT
75,76,LKN 105,Uttar Pradesh,2001-02,Mainpuri,Raghunath Cold storage,Mainpuri,0.0,44.29,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09685.10MT
76,77,09UP200100005,Uttar Pradesh,2001-02,Ghaziabad,Ajanta Cold Storage & General Mills,Ghaziabad (UP),0.0,4.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE01880.00MT
77,78,09UP200100006,Uttar Pradesh,2001-02,Pratapgarh,Akash Vardhan Cold Storage,Pratapgarh (UP),0.0,7.73,NHB,Completed,COLD / CA STORAGECOLD STORAGE0772.00MT
78,79,09UP200100007,Uttar Pradesh,2001-02,Allahabad,Bhola Sheetgrih,Allahabad(UP),0.0,18.52,NHB,Completed,COLD / CA STORAGECOLD STORAGE01852.00MT
79,80,09UP200100008,Uttar Pradesh,2001-02,Agra,C.S. Ice & Cold Storage,Agra (UP),0.0,17.76,NHB,Completed,COLD / CA STORAGECOLD STORAGE01776.00MT
80,81,09UP200100009,Uttar Pradesh,2001-02,Agra,Chaudhary Cold Storage (P) Ltd.,Agra (UP),0.0,11.48,NHB,Completed,COLD / CA STORAGECOLD STORAGE01148.00MT
81,82,09UP2001000010,Uttar Pradesh,2001-02,Muzaffarnagar,D.K. Ice & Cold Storage,Muzaffarpur (UP),0.0,44.9,NHB,Completed,COLD / CA STORAGECOLD STORAGE04490.00MT
82,83,09UP2001000011,Uttar Pradesh,2001-02,Amroha,Durga Cold Storage,"Amroha, (UP)",0.0,31.91,NHB,Completed,COLD / CA STORAGECOLD STORAGE03191.00MT
83,84,09UP2001000012,Uttar Pradesh,2001-02,Barabanki,Dwarika Cold Storage,Barabanki (UP),0.0,6.25,NHB,Completed,COLD / CA STORAGECOLD STORAGE0625.00MT
84,85,09UP2001000013,Uttar Pradesh,2001-02,Lucknow,Dwarika Cold Storage,Lucknow (UP),0.0,6.25,NHB,Completed,COLD / CA STORAGECOLD STORAGE0625.00MT
85,86,09UP2001000014,Uttar Pradesh,2001-02,Kasganj,Ganga Cold Storage & Ice Factory,Kasganj (UP),0.0,19.24,NHB,Completed,COLD / CA STORAGECOLD STORAGE01924.00MT
86,87,09UP2001000015,Uttar Pradesh,2001-02,Lucknow,Giriraj Udyog Ltd.,Lucknow (UP),0.0,20.9,NHB,Completed,COLD / CA STORAGECOLD STORAGE02090.00MT
87,88,09UP2001000016,Uttar Pradesh,2001-02,Lucknow,Gokul Vrinda Dairy Farm (P) Ltd.,Lucknow (UP),0.0,12.69,NHB,Completed,COLD / CA STORAGECOLD STORAGE01268.00MT
88,89,09UP2001000017,Uttar Pradesh,2001-02,Agra,Goyal Ice & Cold Storage,Agra (UP),0.0,15.25,NHB,Completed,COLD / CA STORAGECOLD STORAGE01525.00MT
89,90,09UP2001000018,Uttar Pradesh,2001-02,Mainpuri,Guljar Cold Storage & Ice Factory,Manipur (UP),0.0,93.95,NHB,Completed,COLD / CA STORAGECOLD STORAGE0939.00MT
90,91,09UP2001000019,Uttar Pradesh,2001-02,Agra,Jai Bharat Cold Storage,Agra (UP),0.0,30.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE03023.00MT
91,92,09UP2001000020,Uttar Pradesh,2001-02,Agra,Kansal Ice & Cold Storage,Agra (UP),0.0,17.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01700.00MT
92,93,09UP2001000021,Uttar Pradesh,2001-02,Kanpur Nagar,Katiyar Cold Storage,Kanpur (UP),0.0,22.37,NHB,Completed,COLD / CA STORAGECOLD STORAGE02237.00MT
93,94,09UP2001000022,Uttar Pradesh,2001-02,Allahabad,Kaushambi Cold Storage (P) Ltd.,Allahabad(UP),0.0,27.88,NHB,Completed,COLD / CA STORAGECOLD STORAGE02788.00MT
94,95,09UP2001000023,Uttar Pradesh,2001-02,Agra,Maa Gayatri Cold Storage,Agra (UP),0.0,24.8,NHB,Completed,COLD / CA STORAGECOLD STORAGE02480.00MT
95,96,09UP2001000024,Uttar Pradesh,2001-02,Ghaziabad,Nangola Agro Chillers (P) Ltd.,Ghaziabad (UP),0.0,18.75,NHB,Completed,COLD / CA STORAGECOLD STORAGE01875.00MT
96,97,09UP2001000025,Uttar Pradesh,2001-02,Moradabad,Owais Cold Storage & General Mills,Moradabad (UP),0.0,50.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
97,98,09UP2001000026,Uttar Pradesh,2001-02,Kanpur Nagar,P. S. Cold Storage (P) Ltd.,Kanpur (UP),0.0,66.97,NHB,Completed,COLD / CA STORAGECOLD STORAGE0670.00MT
98,99,09UP2001000027,Uttar Pradesh,2001-02,Hardoi,Padmawati Bateshwar Dayal Cold Storage (P) Ltd.,Hardoi (UP),0.0,26.39,NHB,Completed,COLD / CA STORAGECOLD STORAGE02639.00MT
99,100,09UP2001000028,Uttar Pradesh,2001-02,Firozabad,Pallavi Cold Storage Ice Factory,Firozabad (UP),0.0,15.11,NHB,Completed,COLD / CA STORAGECOLD STORAGE01511.00MT
100,101,09UP2001000029,Uttar Pradesh,2001-02,Mirzapur,Prakash Cold Storage,Mirzapur (UP),0.0,16.19,NHB,Completed,COLD / CA STORAGECOLD STORAGE01619.00MT
101,102,09UP2001000030,Uttar Pradesh,2001-02,Moradabad,Raghunath Cold Storage,Muradabad (UP),0.0,32.71,NHB,Completed,COLD / CA STORAGECOLD STORAGE03271.00MT
102,103,09UP2001000031,Uttar Pradesh,2001-02,Gorakhpur,Sheela Cold Storage (P) Ltd.,Gorakhpur (UP),0.0,25.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE02521.00MT
103,104,09UP2001000032,Uttar Pradesh,2001-02,Allahabad,Shiv Kripa Cold Storage & Ice Factory,Allahabad (UP),0.0,37.83,NHB,Completed,COLD / CA STORAGECOLD STORAGE03783.00MT
104,105,09UP2001000033,Uttar Pradesh,2001-02,Lucknow,Shyam Cold Storage,Lucknow (UP),0.0,31.34,NHB,Completed,COLD / CA STORAGECOLD STORAGE03134.00MT
105,106,09UP2001000034,Uttar Pradesh,2001-02,Allahabad,Shyam Sheetgrih,Allahabad (UP),0.0,50.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
106,107,09UP2001000035,Uttar Pradesh,2001-02,Kanpur Nagar,Siya Ram Ramshree Sheetalaya (P) Ltd.,Kanpur (UP),0.0,17.29,NHB,Completed,COLD / CA STORAGECOLD STORAGE01729.00MT
107,108,09UP2001000036,Uttar Pradesh,2001-02,Aligarh,Tiwari Sheetgrih (P) Ltd.,Aligarh (UP),0.0,32.74,NHB,Completed,COLD / CA STORAGECOLD STORAGE03274.00MT
