,0,1,2,3,4,5,6,7,8,9,10,11
75,76,27MH200600000146,Maharastra,2006-07,Solapur,Krishidhan Cold Storage,"Kavathekar Shopping Centre, Mahadwar, A/P Pandharpur",0.0,18.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02128.53MT
76,77,27MH200600000148,Maharastra,2006-07,Nandurbar,Kumar Cold Storage & Warehousing,"S. No.347/348, Mohida Shiwar, Dondaicha Road, Shahada",0.0,37.38,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03802.24MT
77,78,27MH200600000145,Maharastra,2006-07,Yavatmal,Malik Cold Storage,"S.No.1/2 Dorli Dolamba, Nagpur Road",0.0,14.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01400.00MT
78,79,27MH200600000149,Maharastra,2006-07,Ahmadnagar,Mauli Cold Storage,"MIDC, Ahmednagar",0.0,10.15,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01000.00MT
79,80,27MH200600000147,Maharastra,2006-07,Sangli,Priyanka Cold Storage,"Gat No. 107, Sangli Miraj MIDC Road, At Post : Savali, Tal. Miraj",0.0,40.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04600.00MT
80,81,27MH200700000156,Maharastra,2007-08,Sangli,APA Cold Storage & Export Pvt Ltd,"Jath, Dist: Sangli",0.0,9.94,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0993.96MT
81,82,27MH200700000150,Maharastra,2007-08,Nandurbar,Kisan Cold Storage,"Gat No.122, Hole Tarfe Haveli, Tal. Nandurbar",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06000.00MT
82,83,27MH200700000151,Maharastra,2007-08,Sangli,Mahaveer Cold Storage,"Plot No. E/1/3/1 & E-1/4/1B, MIDC Kupwad, Tq. Miraj",0.0,11.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01530.00MT
83,84,27MH200700000153,Maharastra,2007-08,Sangli,Sai Prasad Cold Storage,"Gat No. 261/2, Kupwad MIDC to Tanang Rd, A/P Savali, Tq Miraj",0.0,9.1,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01039.00MT
84,85,27MH200700000152,Maharastra,2007-08,Nagpur,Suruchi Cold Storage,"Kh. No. 55/1, Plot No 3, Nr. Umiya Indl. Estate, Bhandara Rd, Kapsi Kh",0.0,45.83,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06000.00MT
85,86,27MH200700000154,Maharastra,2007-08,Satara,Vikram Cold Storage,"Sagavi, Tal. Phaltan",0.0,8.44,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01000.00MT
86,87,27MH20080000164,Maharastra,2008-09,Dhule,Nature Fresh Cold Storage,"Bamne Shiver, Taluk - Shindhkedha, District Dhule (MS)",0.0,30.96,NHB,Completed,COLD / CA STORAGECOLD STORAGE03096.00MT
87,88,27BMH1010121,Maharastra,2009-10,Sindhudurg,Padmakar Shankar Nabar,A/p.Math	Tal.Vengurla Dist - Sindhudurg,9.96,1.08,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER1900.00TONNES
88,89,27AMH0007096,Maharastra,2010-11,Sindhudurg,"Madhav Shivram Lele,","Gat No. 173/1A At/Post - Pombhurle, Tal. - Devgad, Dist. - Sindhudurg (MS)",29.77,4.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER1300.00TONNES
89,90,27AMH0007095,Maharastra,2010-11,Sindhudurg,"Purshottam Janardan Ogale,","Gat No. 114/4/2 At/Post - Dahibaon, Tal. - Devgad, Dist. - Sindhudurg (MS)",27.21,2.76,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER1200.00TONNES
90,91,27AMH0-03372,Maharastra,2011-12,Jalgaon,Bhumiputra Agro Bio Tech.Co. (Suresh Ramdas Patil),"Plot No. 19, Chopada Gramin Sahakari Audhyogic Vasahat A/P & Tal Chopada Distt. Jalgaon0",30.0,5.01,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1100.00TONNES
91,92,27BMH1029452,Maharastra,2011-12,Sangli,Ashwini Chandrashekhar Gobbi,"A/p C.R. Gobbi & Company, Satara Rd, Jath	Tal. Jath Dist Sangli",6.0,0.75,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1200.00TONNES
92,93,27DMH2035810,Maharastra,2011-12,Latur,Mr.Kumbhare Tamma Sidram,"A/p-Ashiv,Tal-Ausa,Dsit-Latur",15.0,1.28,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLING13.00TONNES
93,94,27BMHB045483,Maharastra,2012-13,Mumbai,Shubhkaram G. Khandelwal,"Om Niwas, 2nd floor.89, S.V. Road	Kandivli (W)",13.2,0.98,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1200.00TONNES
94,95,27CMHC039166,Maharastra,2012-13,Nagpur,Pan Fresh Fruits And Foods India Pvt. Ltd.,"Village-Dongargaon, Taluka-Katol, Distt.-Nagpur, (MH)",299.0,45.85,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA114.63TONNES
95,96,27DMHD042823,Maharastra,2012-13,Nashik,Pandharinath Vishwnath Pingale and Other 1,"At/Po - Ambedindori, Tal-Dindori, Dist-Nashik (Maharashtra)",1357.4,317.2,NHB,Completed,POST HARVEST INFRASTRUCTURECOLD ROOMNA197.00TONNES  POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA72.50TONNES  POST HARVEST INFRASTRUCTUREPLASTIC CRATESNA0.00BOX  POST HARVEST INFRASTRUCTUREPRE-COOLINGNA60.41TONNES  POST HARVEST INFRASTRUCTUREREFER VANNA18.60TONNES
96,97,27BMHB044715,Maharastra,2012-13,Mumbai,M/s Sushma Everfresh Foods Private Limited,"C/o Jivan Silk Mills, Kurla Andheri Road, Sakinaka, Mumbai-400072, (MH)",400.7,49.9,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN12156.00TONNES
97,98,27DMHD043706,Maharastra,2012-13,Nashik,Varad Vinayak Export Pvt. Ltd.(Director-Vijay Prabhakar Dhokare & Other 2),"Village-Mohadi, Taluka-Dindori, Dist-Nashik (Maharashtra)",291.28,50.0,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLINGNA12.00TONNES
98,99,27BMHBCS000003,Maharastra,2012-13,Sangli,"Omkar Cold Storage, Prop-Dhanesh Balasaheb Khot","Village-Matkunki, Taluka-Tasgaon, Dist-Sangli (Maharashtra)",216.7,28.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE21000.00MT
99,100,27BMH1031767,Maharastra,2013-14,Sindhudurg,Vijay Sakharam Bandiwadekar,A/p Tembavli	Tal. Devgad Dist.	Sindhudurg,19.98,3.83,NHB,Completed,POST HARVEST INFRASTRUCTURECOLD ROOM121.65TONNES
100,101,27DMHDCS000002,Maharastra,2013-14,Jalgaon,MSJ Cold Storage,"Village-Amalner, Taluka-Amalner, Distt.-Jalgaon, (MH)",325.0,106.49,NHB,Completed,COLD / CA STORAGECOLD STORAGE24950.00MT
101,102,27DMHDCS000001,Maharastra,2013-14,Nashik,Saipooja Agrotech Cold Storage,"At/Post-Pimpalgaon Baswant, Taluka-Niphad, Dist-Nashik (Maharashtra)",808.85,144.43,NHB,Completed,COLD / CA STORAGECOLD STORAGE63765.56MT
102,103,27BMHBCS000005,Maharastra,2013-14,Ahmadnagar,Jai Jinendra Cold Storage Pvt. Ltd.,"Village - Hunga, Taluka - Parner, Dist - Ahmadnagar (Maharashtra)",1001.84,133.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE57750.00MT
103,104,27BMHBCS000001,Maharastra,2013-14,Sangli,Naresh Cold Storage & Warehousing,"Village - Tanang, Taluka - Miraj, Dist - Sangli (Maharashtra)",713.29,140.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE85824.00MT
104,105,27BMHB044505,Maharastra,2013-14,Pune,Pandurang Nivrutti Sutar,"Talegaon Floriculture Park, Village-Talegaon, Tal-Maval, Distt.-Pune (Maharashtra)",49.92,8.58,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT11.25TONNES
105,106,27DMHD044061,Maharastra,2013-14,Nashik,Kanchan Mahesh Pingal,"Village- Ambe Dindori, Taluka- Dindori, Dist.-Nashik (Maharashtra)",19.13,6.82,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLINGNA5.00TONNES
106,107,27BMHB045235,Maharastra,2013-14,Sangli,Chand Fruit Company Pvt. Ltd.,"Plot No-B-73, MIDC Vita, (Growth Centre) Taluka - Khanapur, Distt. - Sangli (Maharashtra)",933.64,164.68,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA2000.00TONNES  POST HARVEST INFRASTRUCTUREREFER VANNA30.00TONNES
107,108,27BMHBCS000008,Maharastra,2013-14,Pune,Deccan Cold Storages (I) Pvt. Ltd.,"Village-Kelwade, Taluka-Bhor, Dist-Pune (Maharashtra)",256.27,66.65,NHB,Completed,COLD / CA STORAGECOLD STORAGE61400.00MT
108,109,27BMHBCS000006,Maharastra,2013-14,Sangli,Hemant Pre-Cool & Agrotech Pvt. Ltd.,"Village-Kavathe Ekand, Taluka-Tasgaon, Dist-Sangli (Maharashtra)",255.0,70.72,NHB,Completed,COLD / CA STORAGECOLD STORAGE32124.00MT
109,110,27CMHC039200,Maharastra,2013-14,Nagpur,Shree Fruits Packaging(Prop: Vijaykumar Laxmikant Paliwal),"At - Mohpa, Taluka- Kalmeshwar, Distt. - Nagpur, (Maharashtra)",24.0,0.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA1600.00TONNES
110,111,27CMHC039095,Maharastra,2013-14,Nagpur,WADHWANI COLD STORAGE AND ICE PLANT PRIVATE LIMITED,"A.P.M.C. Market Yard, Kalamna, Dist-Nagpur (Maharashtra)",106.53,27.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER175.00TONNES
